Name,Status,ID,Type,Impressions,Clickthroughs,Off-site Average Order Value,Off-site Conversion,Off-site Purchase Qty,Off-site Revenue,Off-site Revenue Per Mille,On-site Average Order Value,On-site Conversion,On-site Purchase Qty,On-site Revenue,On-site Revenue Per Mille
YG Bestsellers (from each range) EM3476E,Inactive,yg-bestsellers-from-each-range-em3476e,Email,9484,67,36.97,0.01,1.0,36.97,3.9,0,0,0,0,0
YG Bestsellers (from each range) EM3476D,Active,yg-bestsellers-from-each-range-em3476d,Email,95936,442,56.69,0.0,2.0,113.38,1.18,0,0,0,0,0
YG Bestsellers (from each range) EM3476C,Active,yg-bestsellers-from-each-range-em3476c,Email,38116,185,69.88,0.0,1.0,69.88,1.83,0,0,0,0,0
YG Bestsellers (from each range) EM3476B,Active,yg-bestsellers-from-each-range-em3476b,Email,35595,218,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3476A,Inactive,yg-bestsellers-from-each-range-em3476a,Email,5984,45,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3474E,Inactive,yg-bestsellers-from-each-range-em3474e,Email,9047,117,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3474D,Active,yg-bestsellers-from-each-range-em3474d,Email,94394,471,34.64,0.0,3.0,103.91,1.1,0,0,0,0,0
YG Bestsellers (from each range) EM3474C,Inactive,yg-bestsellers-from-each-range-em3474c,Email,34727,192,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3474B,Active,yg-bestsellers-from-each-range-em3474b,Email,34526,329,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3474A,Inactive,yg-bestsellers-from-each-range-em3474a,Email,5978,53,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3466E,Inactive,yg-bestsellers-from-each-range-em3466e,Email,9181,50,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3466D,Active,yg-bestsellers-from-each-range-em3466d,Email,97096,221,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3466C,Active,yg-bestsellers-from-each-range-em3466c,Email,38350,103,72.75,0.0,1.0,72.75,1.9,0,0,0,0,0
YG Bestsellers (from each range) EM3466B,Active,yg-bestsellers-from-each-range-em3466b,Email,35672,219,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3466A,Inactive,yg-bestsellers-from-each-range-em3466a,Email,4492,40,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3465E,Inactive,yg-bestsellers-from-each-range-em3465e,Email,5,1,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3465D,Inactive,yg-bestsellers-from-each-range-em3465d,Email,5,0,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3465C,Inactive,yg-bestsellers-from-each-range-em3465c,Email,4,0,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3465B,Inactive,yg-bestsellers-from-each-range-em3465b,Email,4,0,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3465A,Inactive,yg-bestsellers-from-each-range-em3465a,Email,5,0,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3464E,Inactive,yg-bestsellers-from-each-range-em3464e,Email,9037,74,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3464D,Active,yg-bestsellers-from-each-range-em3464d,Email,97060,243,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3464C,Active,yg-bestsellers-from-each-range-em3464c,Email,37198,97,21.97,0.0,1.0,21.97,0.59,0,0,0,0,0
YG Bestsellers (from each range) EM3464B,Active,yg-bestsellers-from-each-range-em3464b,Email,33921,165,30.41,0.01,2.0,60.83,1.79,0,0,0,0,0
YG Bestsellers (from each range) EM3464A,Inactive,yg-bestsellers-from-each-range-em3464a,Email,4418,31,41.96,0.02,1.0,41.96,9.5,0,0,0,0,0
YG Bestsellers (from each range) EM3463E,Inactive,yg-bestsellers-from-each-range-em3463e,Email,9487,110,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3463D,Active,yg-bestsellers-from-each-range-em3463d,Email,98614,356,40.45,0.0,2.0,80.91,0.82,0,0,0,0,0
YG Bestsellers (from each range) EM3463C,Active,yg-bestsellers-from-each-range-em3463c,Email,38177,173,32.3,0.01,3.0,96.9,2.54,0,0,0,0,0
YG Bestsellers (from each range) EM3463B,Active,yg-bestsellers-from-each-range-em3463b,Email,34789,305,47.92,0.01,2.0,95.84,2.75,0,0,0,0,0
YG Bestsellers (from each range) EM3463A,Inactive,yg-bestsellers-from-each-range-em3463a,Email,4551,60,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3461E,Active,yg-bestsellers-from-each-range-em3461e,Email,8984,104,15.48,0.01,1.0,15.48,1.72,0,0,0,0,0
YG Bestsellers (from each range) EM3461D,Active,yg-bestsellers-from-each-range-em3461d,Email,97319,357,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3461C,Active,yg-bestsellers-from-each-range-em3461c,Email,36776,140,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3461B,Active,yg-bestsellers-from-each-range-em3461b,Email,34242,317,17.56,0.01,5.0,87.78,2.56,0,0,0,0,0
YG Bestsellers (from each range) EM3461A,Inactive,yg-bestsellers-from-each-range-em3461a,Email,6166,40,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3459E,Inactive,yg-bestsellers-from-each-range-em3459e,Email,1,0,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3459D,Inactive,yg-bestsellers-from-each-range-em3459d,Email,1,0,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3459C,Inactive,yg-bestsellers-from-each-range-em3459c,Email,1,0,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3459B,Inactive,yg-bestsellers-from-each-range-em3459b,Email,1,0,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3459A,Inactive,yg-bestsellers-from-each-range-em3459a,Email,12,0,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3457E,Inactive,yg-bestsellers-from-each-range-em3457e,Email,9592,75,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3457D,Inactive,yg-bestsellers-from-each-range-em3457d,Email,98465,246,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3457C,Inactive,yg-bestsellers-from-each-range-em3457c,Email,37539,101,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3457B,Active,yg-bestsellers-from-each-range-em3457b,Email,35198,214,24.45,0.01,2.0,48.89,1.39,0,0,0,0,0
YG Bestsellers (from each range) EM3457A,Inactive,yg-bestsellers-from-each-range-2-em3457a,Email,6387,36,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3457A,Inactive,duplicate-of-yg-bestsellers-from-each-range-em3457b,Email,1,0,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3456D,Inactive,yg-bestsellers-from-each-range-em3456d,Email,98056,271,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3456C,Active,yg-bestsellers-from-each-range-em3456c,Email,36810,92,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3456B,Active,yg-bestsellers-from-each-range-em3456b,Email,35080,220,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3456A,Active,yg-bestsellers-from-each-range-em3456a,Email,27678,178,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3455,Active,yg-bestsellers-from-each-range-em3455,Email,183770,1646,38.46,0.0,7.0,269.21,1.46,0,0,0,0,0
YG Bestsellers (from each range) EM3454,Active,yg-bestsellers-from-each-range-em3454,Email,168450,636,20.37,0.0,1.0,20.37,0.12,0,0,0,0,0
YG Bestsellers (from each range) EM3453,Active,yg-bestsellers-from-each-range-em3453,Email,541853,14076,33.8,0.01,76.0,2568.76,4.74,0,0,0,0,0
YG Bestsellers (from each range) EM3451,Active,yg-bestsellers-from-each-range-em3451,Email,177640,840,23.16,0.0,4.0,92.63,0.52,0,0,0,0,0
YG Bestsellers (from each range) EM3450,Active,yg-bestsellers-from-each-range-em3450,Email,147940,466,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3449,Inactive,yg-bestsellers-from-each-range-em3449,Email,3112,25,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3448,Active,yg-bestsellers-from-each-range-em3448,Email,175152,1036,26.97,0.0,2.0,53.93000000000001,0.31,0,0,0,0,0
YG Bestsellers (from each range) EM3447,Active,yg-bestsellers-from-each-range-em3447,Email,174666,569,18.96,0.0,1.0,18.96,0.11,0,0,0,0,0
YG Bestsellers (from each range) EM3446,Active,yg-bestsellers-from-each-range-em3446,Email,183755,932,22.14,0.0,3.0,66.41,0.36,0,0,0,0,0
YG Bestsellers (from each range) EM3445,Active,yg-bestsellers-from-each-range-em3445,Email,147113,395,44.61,0.0,4.0,178.45999999999998,1.21,0,0,0,0,0
YG Bestsellers (from each range) EM3444,Active,yg-bestsellers-from-each-range-em3444,Email,176913,430,108.7,0.0,1.0,108.7,0.61,0,0,0,0,0
YG Bestsellers (from each range) EM3443,Active,yg-bestsellers-from-each-range-em3443,Email,179457,698,23.97,0.0,1.0,23.97,0.13,0,0,0,0,0
YG Bestsellers (from each range) EM3442,Active,yg-bestsellers-from-each-range-em3442,Email,176104,830,31.62,0.0,2.0,63.239999999999995,0.36,0,0,0,0,0
YG Bestsellers (from each range) EM3441,Inactive,yg-bestsellers-from-each-range-em3441,Email,15,3,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3440,Active,yg-bestsellers-from-each-range-em3440,Email,179333,866,18.47,0.0,5.0,92.35000000000001,0.51,0,0,0,0,0
YG Bestsellers (from each range) EM3438,Active,yg-bestsellers-from-each-range-em3438,Email,149256,489,38.96,0.0,1.0,38.96,0.26,0,0,0,0,0
YG Bestsellers (from each range) EM3437,Active,yg-bestsellers-from-each-range-em3437,Email,177446,613,30.06,0.0,4.0,120.22999999999999,0.68,0,0,0,0,0
YG Bestsellers (from each range) EM3436,Active,yg-bestsellers-from-each-range-em3436,Email,176280,462,27.33,0.0,5.0,136.63,0.78,0,0,0,0,0
YG Bestsellers (from each range) EM3435,Inactive,yg-bestsellers-from-each-range-em3435,Email,1,0,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3433,Active,yg-bestsellers-from-each-range-em3433,Email,179973,771,30.92,0.0,7.0,216.46,1.2,0,0,0,0,0
YG Bestsellers (from each range) EM3432,Active,yg-bestsellers-from-each-range-em3432,Email,172435,532,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3431,Active,yg-bestsellers-from-each-range-em3431,Email,154357,716,49.71,0.0,3.0,149.13,0.97,0,0,0,0,0
YG Bestsellers (from each range) EM3429,Active,yg-bestsellers-from-each-range-em3429,Email,178947,586,16.98,0.0,1.0,16.98,0.09,0,0,0,0,0
YG Bestsellers (from each range) EM3428,Active,yg-bestsellers-from-each-range-em3428,Email,179613,1324,27.08,0.0,3.0,81.22999999999999,0.45,0,0,0,0,0
YG Bestsellers (from each range) EM3427,Active,yg-bestsellers-from-each-range-em3427,Email,167696,941,18.31,0.0,3.0,54.92,0.33,0,0,0,0,0
YG Bestsellers (from each range) EM3426,Active,yg-bestsellers-from-each-range-em3426,Email,174143,1516,39.34,0.0,4.0,157.38,0.9,0,0,0,0,0
YG Bestsellers (from each range) EM3425,Active,yg-bestsellers-from-each-range-em3425,Email,327358,2565,30.69,0.01,19.0,583.13,1.78,0,0,0,0,0
YG Bestsellers (from each range) EM3424,Active,yg-bestsellers-from-each-range-em3424,Email,176920,1558,23.22,0.0,4.0,92.87,0.52,0,0,0,0,0
YG Bestsellers (from each range) EM3423,Active,yg-bestsellers-from-each-range-em3423,Email,174660,1364,31.23,0.0,5.0,156.16,0.89,0,0,0,0,0
YG Bestsellers (from each range) EM3422,Active,yg-bestsellers-from-each-range-em3422,Email,176919,1556,29.14,0.0,6.0,174.82,0.99,0,0,0,0,0
YG Bestsellers (from each range) EM3421,Active,yg-bestsellers-from-each-range-em3421,Email,177787,1788,29.55,0.01,11.0,325.05,1.83,0,0,0,0,0
YG Bestsellers (from each range) EM3420,Active,yg-bestsellers-from-each-range-em3420,Email,271690,4122,47.06,0.01,24.0,1129.43,4.16,0,0,0,0,0
YG Bestsellers (from each range) EM3407,Active,yg-bestsellers-from-each-range-em3407,Email,182264,506,33.97,0.0,1.0,33.97,0.19,0,0,0,0,0
YG Bestsellers (from each range) EM3405,Inactive,yg-bestsellers-from-each-range-em3405,Email,10,1,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3402,Active,yg-bestsellers-from-each-range-em3402,Email,184604,1030,37.3,0.0,4.0,149.20999999999998,0.81,0,0,0,0,0
YG Bestsellers (from each range) EM3400,Active,yg-bestsellers-from-each-range-em3400,Email,186783,712,32.18,0.0,5.0,160.92000000000002,0.86,0,0,0,0,0
YG Bestsellers (from each range) EM3397,Active,yg-bestsellers-from-each-range-em3397,Email,179633,677,29.06,0.0,3.0,87.18,0.49,0,0,0,0,0
YG Bestsellers (from each range) EM3395,Active,yg-bestsellers-from-each-range-em3395,Email,183821,1165,21.98,0.0,1.0,21.98,0.12,0,0,0,0,0
YG Bestsellers (from each range) EM3394,Active,yg-bestsellers-from-each-range-em3394,Email,159399,908,34.7,0.0,4.0,138.81,0.87,0,0,0,0,0
YG Bestsellers (from each range) EM3393,Active,yg-bestsellers-from-each-range-em3393,Email,178280,675,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3392,Active,yg-bestsellers-from-each-range-em3392,Email,177494,936,38.47,0.0,2.0,76.94999999999999,0.43,0,0,0,0,0
YG Bestsellers (from each range) EM3391,Active,yg-bestsellers-from-each-range-em3391,Email,185903,1080,22.98,0.0,3.0,68.93,0.37,0,0,0,0,0
YG Bestsellers (from each range) EM3389,Active,yg-bestsellers-from-each-range-em3389,Email,184721,923,35.45,0.0,5.0,177.25,0.96,0,0,0,0,0
YG Bestsellers (from each range) EM3388,Active,yg-bestsellers-from-each-range-em3388,Email,185838,1064,41.71,0.0,4.0,166.85000000000002,0.9,0,0,0,0,0
YG Bestsellers (from each range) EM3387,Inactive,yg-bestsellers-from-each-range-em3387,Email,1,0,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3386,Active,yg-bestsellers-from-each-range-em3386,Email,181783,536,21.98,0.0,1.0,21.98,0.12,0,0,0,0,0
YG Bestsellers (from each range) EM3385,Active,yg-bestsellers-from-each-range-em3385,Email,189477,1273,31.69,0.01,10.0,316.93,1.67,0,0,0,0,0
YG Bestsellers (from each range) EM3384,Active,yg-bestsellers-from-each-range-em3384,Email,179774,622,45.74,0.0,3.0,137.22,0.76,0,0,0,0,0
YG Bestsellers (from each range) EM3380,Active,yg-bestsellers-from-each-range-em3380,Email,177434,926,36.0,0.0,6.0,216.00999999999996,1.22,0,0,0,0,0
YG Bestsellers (from each range) EM3379,Active,yg-bestsellers-from-each-range-em3379,Email,166334,1100,29.42,0.0,5.0,147.1,0.88,0,0,0,0,0
YG Bestsellers (from each range) EM3377,Inactive,yg-bestsellers-from-each-range-em3377,Email,187158,912,25.15,0.0,7.0,176.07,0.94,0,0,0,0,0
YG Bestsellers (from each range) EM3375,Inactive,yg-bestsellers-from-each-range-em3375,Email,1,0,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3368,Active,yg-bestsellers-from-each-range-em3368,Email,184317,1501,30.95,0.0,3.0,92.85000000000001,0.5,0,0,0,0,0
YG Bestsellers (from each range) EM3367,Active,yg-bestsellers-from-each-range-em3367,Email,182494,1078,42.99,0.0,3.0,128.97000000000003,0.71,0,0,0,0,0
YG Bestsellers (from each range) EM3366,Inactive,yg-bestsellers-from-each-range-em3366,Email,10,3,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3365,Active,yg-bestsellers-from-each-range-em3365,Email,47753,367,45.92,0.01,6.0,275.53,5.77,0,0,0,0,0
YG Bestsellers (from each range) EM3362,Active,yg-bestsellers-from-each-range-em3362,Email,182059,969,36.84,0.0,9.0,331.53,1.82,0,0,0,0,0
YG Bestsellers (from each range) EM3361,Active,yg-bestsellers-from-each-range-em3361,Email,355576,3267,32.84,0.01,26.0,853.85,2.4,0,0,0,0,0
YG Bestsellers (from each range) EM3359,Active,yg-bestsellers-from-each-range-em3359,Email,185202,970,74.14,0.0,5.0,370.69,2.0,0,0,0,0,0
YG Bestsellers (from each range) EM3356,Active,yg-bestsellers-from-each-range-em3356,Email,173070,1344,40.28,0.01,15.0,604.15,3.49,0,0,0,0,0
YG Bestsellers (from each range) EM3355,Active,yg-bestsellers-from-each-range-em3355,Email,48457,255,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3353,Active,yg-bestsellers-from-each-range-em3353,Email,27576,443,20.03,0.01,3.0,60.1,2.18,0,0,0,0,0
YG Bestsellers (from each range) EM3352,Active,yg-bestsellers-from-each-range-em3352,Email,111227,1937,30.91,0.01,16.0,494.51000000000005,4.45,0,0,0,0,0
YG Bestsellers (from each range) EM3350,Active,yg-bestsellers-from-each-range-em3350,Email,183245,1164,23.09,0.0,9.0,207.76999999999998,1.13,0,0,0,0,0
YG Bestsellers (from each range) EM3349,Inactive,yg-bestsellers-from-each-range-em3349,Email,1,0,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) EM3347,Active,yg-bestsellers-from-each-range-em3347,Email,191904,1287,41.22,0.0,3.0,123.66000000000001,0.64,0,0,0,0,0
YG Bestsellers (from each range) EM3343,Active,yg-bestsellers-from-each-range-em3343,Email,178418,1328,39.31,0.0,5.0,196.57,1.1,0,0,0,0,0
YG Bestsellers (from each range) EM3340,Active,yg-bestsellers-from-each-range-em3340,Email,127991,5005,36.2,0.05,70.0,2533.8,19.8,0,0,0,0,0
YG Bestsellers (from each range) EM3339,Active,yg-bestsellers-from-each-range-em3339,Email,189029,1430,32.51,0.0,8.0,260.07,1.38,0,0,0,0,0
YG Bestsellers (from each range) EM3338,Active,yg-bestsellers-from-each-range-em3338,Email,181104,1116,40.45,0.0,4.0,161.8,0.89,0,0,0,0,0
YG Bestsellers (from each range) EM3335,Active,yg-bestsellers-from-each-range-em3335,Email,418269,9017,33.19,0.02,86.0,2854.03,6.82,0,0,0,0,0
YG Bestsellers (from each range) EM3332,Inactive,yg-bestsellers-from-each-range-em3332,Email,164244,2165,51.32,0.0,4.0,205.29000000000002,1.25,0,0,0,0,0
YG Bestsellers (from each range) EM3323,Inactive,yg-bestsellers-from-each-range-em3323,Email,193658,2313,26.27,0.01,17.0,446.56,2.31,0,0,0,0,0
YG Bestsellers (from each range) EM3318,Inactive,yg-bestsellers-from-each-range-em3318,Email,186499,2023,28.71,0.01,13.0,373.22999999999996,2.0,0,0,0,0,0
YG Bestsellers (from each range) EM3316,Inactive,yg-bestsellers-from-each-range-em3316,Email,197756,2903,19.94,0.01,17.0,339.01,1.71,0,0,0,0,0
YG Bestsellers (from each range) EM3313,Active,yg-bestsellers-from-each-range-em3313,Email,194264,2835,40.95,0.01,15.0,614.2499999999999,3.16,0,0,0,0,0
YG Bestsellers (from each range) EM3312,Active,yg-bestsellers-from-each-range-em3312,Email,181875,1470,33.28,0.01,14.0,465.95,2.56,0,0,0,0,0
YG Bestsellers (from each range) EM3306,Active,yg-bestsellers-from-each-range-em3306,Email,190557,1966,28.54,0.01,16.0,456.58000000000004,2.4,0,0,0,0,0
YG Bestsellers (from each range) EM3305,Active,yg-bestsellers-from-each-range-em3305,Email,427014,9283,30.18,0.03,138.0,4164.720000000001,9.75,0,0,0,0,0
YG Bestsellers (from each range) EM3300,Inactive,yg-bestsellers-from-each-range-em3300,Email,105555,2236,34.2,0.03,27.0,923.3199999999999,8.75,0,0,0,0,0
YG Bestsellers (from each range) EM3299,Active,yg-bestsellers-from-each-range-em3299,Email,187985,1914,32.26,0.01,10.0,322.61999999999995,1.72,0,0,0,0,0
YG Bestsellers (from each range) EM3289,Active,yg-bestsellers-from-each-range-em3289,Email,193082,1771,25.92,0.01,12.0,311.07,1.61,0,0,0,0,0
YG Bestsellers (from each range) EM3287,Active,yg-bestsellers-from-each-range-em3287,Email,186987,1768,29.22,0.01,10.0,292.16,1.56,0,0,0,0,0
YG Bestsellers (from each range) EM3286,Active,yg-bestsellers-from-each-range-em3286,Email,188460,2141,40.75,0.01,14.0,570.48,3.03,0,0,0,0,0
YG Bestsellers (from each range) EM3282,Active,yg-bestsellers-from-each-range-em3282,Email,126960,966,34.21,0.0,2.0,68.42,0.54,0,0,0,0,0
YG Bestsellers (from each range) EM3274,Active,yg-bestsellers-from-each-range-em3274,Email,171498,1117,34.4,0.01,12.0,412.74,2.41,0,0,0,0,0
YG Bestsellers (from each range) EM3271,Inactive,yg-bestsellers-from-each-range-em3271,Email,180063,1976,29.02,0.01,19.0,551.4100000000001,3.06,0,0,0,0,0
YG Bestsellers (from each range) EM3270,Inactive,yg-bestsellers-from-each-range-em3270,Email,172797,2528,31.82,0.01,19.0,604.57,3.5,0,0,0,0,0
YG Bestsellers (from each range) EM3265,Active,yg-bestsellers-from-each-range-em3265,Email,269011,5706,29.38,0.03,91.0,2673.6500000000005,9.94,0,0,0,0,0
YG Bestsellers (from each range) EM3260,Inactive,yg-bestsellers-from-each-range-em3260,Email,68464,1831,30.73,0.04,24.0,737.5,10.77,0,0,0,0,0
YG Bestsellers (from each range) CL3439,Active,yg-bestsellers-from-each-range-cl3439,Email,19441,103,54.74,0.01,1.0,54.74,2.82,0,0,0,0,0
YG Bestsellers (from each range) CL3430,Active,yg-bestsellers-from-each-range-cl3430,Email,19137,178,28.97,0.01,1.0,28.97,1.51,0,0,0,0,0
YG Bestsellers (from each range) CL3406,Active,yg-bestsellers-from-each-range-cl3406,Email,21199,411,35.75,0.01,2.0,71.5,3.37,0,0,0,0,0
YG Bestsellers (from each range) CL3390,Inactive,yg-bestsellers-from-each-range-cl3390,Email,20331,181,17.59,0.01,2.0,35.17,1.73,0,0,0,0,0
YG Bestsellers (from each range) CL3381,Inactive,yg-bestsellers-from-each-range-cl3381,Email,20133,86,28.21,0.0,1.0,28.21,1.4,0,0,0,0,0
YG Bestsellers (from each range) CL3373,Active,yg-bestsellers-from-each-range-cl3373,Email,32091,260,105.91,0.0,1.0,105.91,3.3,0,0,0,0,0
YG Bestsellers (from each range) CL3364,Inactive,yg-bestsellers-from-each-range-cl3364,Email,10,6,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) CL3346,Inactive,yg-bestsellers-from-each-range-cl3346,Email,19697,204,0,0,0,0,0,0,0,0,0,0
YG Bestsellers (from each range) CL3337,Inactive,yg-bestsellers-from-each-range-cl3337,Email,20034,182,26.98,0.0,1.0,26.98,1.35,0,0,0,0,0
YG Bestsellers (from each range) CL3331,Inactive,yg-bestsellers-from-each-range-cl3331,Email,24097,245,48.94,0.0,1.0,48.94,2.03,0,0,0,0,0
YG Bestsellers (from each range) CL3325,Inactive,yg-bestsellers-from-each-range-cl3325,Email,22100,348,39.84,0.01,2.0,79.67999999999999,3.61,0,0,0,0,0
YG Bestsellers (from each range) CL3317,Inactive,yg-bestsellers-from-each-range-cl3317,Email,20572,296,34.7,0.01,2.0,69.41,3.37,0,0,0,0,0
YG Bestsellers (from each range) CL3307,Inactive,yg-bestsellers-from-each-range-cl3307,Email,21882,258,19.73,0.0,1.0,19.73,0.9,0,0,0,0,0
YG Bestsellers (from each range) CL3303,Inactive,yg-bestsellers-from-each-range-cl3303,Email,21997,302,27.86,0.02,4.0,111.43,5.07,0,0,0,0,0
YG Bestsellers (from each range) CL3285,Inactive,yg-bestsellers-from-each-range-cl3285,Email,21563,254,15.48,0.0,1.0,15.48,0.72,0,0,0,0,0
YG Bestsellers (from each range) CL3273,Active,yg-bestsellers-from-each-range-cl3273,Email,157564,504,10.0,0.0,1.0,10.0,0.06,0,0,0,0,0
YG Bestsellers (from each range) CL3272,Inactive,yg-bestsellers-from-each-range-cl3272,Email,20533,301,19.95,0.0,1.0,19.95,0.97,0,0,0,0,0
YG Bestsellers (from each range),Inactive,yg-bestsellers-from-each-range,Email,171949,2718,41.34,0.01,25.0,1033.4299999999998,6.01,0,0,0,0,0
YG Bedding EM3514C,Active,yg-bedding-em3514c,Email,38945,222,21.97,0.0,1.0,21.97,0.56,0,0,0,0,0
YG Bedding EM3514B,Active,yg-bedding-em3514b,Email,42173,561,18.73,0.0,2.0,37.45,0.89,0,0,0,0,0
YG Bedding EM3514A,Inactive,yg-bedding-em3514a,Email,5394,34,0,0,0,0,0,0,0,0,0,0
YG Bedding EM3348,Active,yg-bedding-em3348,Email,186406,1127,32.83,0.01,10.0,328.27000000000004,1.76,0,0,0,0,0
YG Bedding EM3336,Active,yg-bedding-em3336,Email,165462,1113,39.34,0.01,9.0,354.03,2.14,0,0,0,0,0
YG Bedding EM3327,Inactive,yg-bedding-em3327,Email,19,4,0,0,0,0,0,0,0,0,0,0
YG Bedding EM3324,Active,yg-bedding-em3324,Email,190516,1888,34.91,0.01,18.0,628.47,3.3,0,0,0,0,0
YG Bedding EM3322,Active,yg-bedding-em3322,Email,195193,1960,42.3,0.01,21.0,888.3100000000001,4.55,0,0,0,0,0
YG Bedding EM3320,Active,yg-bedding-em3320,Email,188029,1885,34.67,0.01,13.0,450.65999999999997,2.4,0,0,0,0,0
YG Bedding EM3308,Active,yg-bedding-em3308,Email,184243,1937,38.3,0.01,13.0,497.88,2.7,0,0,0,0,0
YG Bedding EM3304,Inactive,yg-bedding-em3304,Email,190569,2090,42.03,0.01,24.0,1008.7400000000001,5.29,0,0,0,0,0
YG Bedding EM3290,Inactive,yg-bedding-em3290,Email,180440,1633,41.67,0.01,22.0,916.7099999999998,5.08,0,0,0,0,0
YG Bedding EM3283,Inactive,yg-bedding-em3283,Email,1,0,0,0,0,0,0,0,0,0,0,0
YG Bedding EM3280,Active,yg-bedding-em3280,Email,93216,1006,37.42,0.01,9.0,336.82,3.61,0,0,0,0,0
YG Bedding EM3277,Inactive,yg-bedding-em3277,Email,177439,1667,34.82,0.01,23.0,800.8000000000001,4.51,0,0,0,0,0
YG Bedding EM3276,Inactive,yg-bedding-em3276,Email,95087,641,41.8,0.0,4.0,167.22,1.76,0,0,0,0,0
YG Bedding Clearance EM3587E,Active,yg-bedding-clearance-em3587e,Email,15663,260,64.94,0.01,1.0,64.94,4.15,0,0,0,0,0
YG Bedding Clearance EM3587D,Active,yg-bedding-clearance-em3587d,Email,75268,487,0,0,0,0,0,0,0,0,0,0
YG Bedding Clearance EM3587C,Active,yg-bedding-clearance-em3587c,Email,14378,177,28.64,0.02,3.0,85.91000000000001,5.98,0,0,0,0,0
YG Bedding Clearance EM3587B,Active,yg-bedding-clearance-em3587b,Email,51650,1058,17.13,0.02,11.0,188.45,3.65,0,0,0,0,0
YG Bedding Clearance EM3587A,Active,yg-bedding-clearance-em3587a,Email,10916,121,0,0,0,0,0,0,0,0,0,0
YG Bedding Clearance EM3583E,Active,yg-bedding-clearance-em3583e,Email,17446,728,30.87,0.02,3.0,92.61000000000001,5.31,0,0,0,0,0
YG Bedding Clearance EM3583D,Active,yg-bedding-clearance-em3583d,Email,87080,1572,26.94,0.01,11.0,296.29,3.4,0,0,0,0,0
YG Bedding Clearance EM3583C,Active,yg-bedding-clearance-em3583c,Email,16536,709,37.83,0.03,5.0,189.13,11.44,0,0,0,0,0
